stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,corner_placement,stop_position,on_street,at_street,heading
243,243,Rio Grande/15th,000606 15Th & Rio Grande,30.278966,-97.746339,,https://www.capmetro.org/stopdetail/index.php?stop=243,0,,,0,NW,F,15Th,Rio Grande,288
466,466,8740 Lamar/Payton Gin,008740 Lamar & Payton Gin,30.356809,-97.701066,,https://www.capmetro.org/stopdetail/index.php?stop=466,0,,,0,SW,M,Lamar,Payton Gin,227
467,467,Fairfield Station (SB),008630 Lamar & Fairfield,30.355296,-97.703128,,https://www.capmetro.org/stopdetail/index.php?stop=467,0,,,0,SW,F,Lamar,Fairfield,230
468,468,Lamar/Thurmond,008400 Lamar & Thurmond,30.353139,-97.706082,,https://www.capmetro.org/stopdetail/index.php?stop=468,0,,,0,SW,F,Lamar,Thurmond,228
469,469,8320 Lamar/Meadowlark,008320 Lamar & Meadowlark,30.352256,-97.707295,,https://www.capmetro.org/stopdetail/index.php?stop=469,0,,,0,NW,N,Lamar,Meadowlark,228
471,471,7720 Lamar/Stobaugh,007720 Lamar & Stobaugh,30.346044,-97.713966,,https://www.capmetro.org/stopdetail/index.php?stop=471,0,,,0,SW,M,Lamar,Stobaugh,210
472,472,7520 Lamar/Morrow,007520 Lamar & Morrow,30.343163,-97.715653,,https://www.capmetro.org/stopdetail/index.php?stop=472,0,,,0,SW,M,Lamar,Morrow,207
474,474,6814 Lamar/Justin,006814 Lamar & Justin,30.336204,-97.720006,,https://www.capmetro.org/stopdetail/index.php?stop=474,0,,,0,SW,F,Lamar,Justin,207
475,475,6600 Lamar/Brentwood,006600 Lamar & Brentwood,30.334109,-97.721322,,https://www.capmetro.org/stopdetail/index.php?stop=475,0,,,0,NW,N,Lamar,Brentwood,208
476,476,6200 Lamar/Denson,006200 Lamar & Denson,30.330425,-97.723636,,https://www.capmetro.org/stopdetail/index.php?stop=476,0,,,0,NW,N,Lamar,Denson,209
480,480,5528 Lamar/Koenig,005528 Lamar & Koenig,30.324247,-97.727528,,https://www.capmetro.org/stopdetail/index.php?stop=480,0,,,0,SW,M,Lamar,Koenig,208
483,483,5106 Lamar/51st,005106 Lamar & 51St,30.319051,-97.730805,,https://www.capmetro.org/stopdetail/index.php?stop=483,0,,,0,NW,N,Lamar,51St,208
484,484,Triangle Station (SB),004600 Guadalupe & Lamar,30.31463,-97.732523,,https://www.capmetro.org/stopdetail/index.php?stop=484,0,,,0,SW,M,Guadalupe,Lamar,183
485,485,4500 Guadalupe/45th,004500 Guadalupe & 45Th,30.311163,-97.732958,,https://www.capmetro.org/stopdetail/index.php?stop=485,0,,,0,NW,N,Guadalupe,45Th,209
486,486,Guadalupe/43rd Street,004300 Guadalupe & 43Rd,30.308831,-97.734395,,https://www.capmetro.org/stopdetail/index.php?stop=486,0,,,0,NW,N,Guadalupe,43Rd,208
487,487,Guadalupe/41st Street,004100 Guadalupe & 41St,30.306703,-97.735756,,https://www.capmetro.org/stopdetail/index.php?stop=487,0,,,0,NW,N,Guadalupe,41St,208
489,489,Guadalupe/Maiden,003500 Guadalupe & Maiden,30.301674,-97.73896,,https://www.capmetro.org/stopdetail/index.php?stop=489,0,,,0,NW,N,Guadalupe,Maiden,212
490,490,Guadalupe/34th Street,003402 Guadalupe & 34Th,30.300456,-97.739709,,https://www.capmetro.org/stopdetail/index.php?stop=490,0,,,0,NW,N,Guadalupe,34Th,208
494,494,Guadalupe/27th Street,002700 Guadalupe & 27Th,30.292197,-97.74131,,https://www.capmetro.org/stopdetail/index.php?stop=494,0,,,0,NW,N,Guadalupe,27Th,165
497,497,UT West Mall Station (SB),002246 Guadalupe & 23Rd,30.286064,-97.741815,,https://www.capmetro.org/stopdetail/index.php?stop=497,0,,,0,SW,M,Guadalupe,23Rd,184
498,498,Guadalupe/W. 21st Street,002026 Guadalupe & 21St,30.283384,-97.742081,,https://www.capmetro.org/stopdetail/index.php?stop=498,0,,,0,SW,M,Guadalupe,21St,183
501,501,Guadalupe/16th Street,001600 Guadalupe & 16Th,30.278962,-97.742708,,https://www.capmetro.org/stopdetail/index.php?stop=501,0,,,0,NW,N,Guadalupe,16Th,197
517,517,612 Congress/Riverside,000612 Congress & Riverside,30.255385,-97.747685,,https://www.capmetro.org/stopdetail/index.php?stop=517,0,,,0,SW,M,Congress,Riverside,197
522,522,2020 Congress/Crockett,002020 Congress & Crockett,30.243058,-97.752263,,https://www.capmetro.org/stopdetail/index.php?stop=522,0,,,0,NW,N,Congress,Crockett,199
524,524,2300 Congress/College,002300 CONGRESS & COLLEGE,30.240333,-97.752905,,https://www.capmetro.org/stopdetail/index.php?stop=524,0,,,0,SW,F,Congress,College,187
526,526,2622 Congress/Cumberland,002622 Congress & Cumberland,30.235695,-97.756374,,https://www.capmetro.org/stopdetail/index.php?stop=526,0,,,0,NW,N,Congress,Cumberland,216
527,527,2918 Congress/La Vista,002918 Congress & La Vista,30.23259,-97.75853,,https://www.capmetro.org/stopdetail/index.php?stop=527,0,,,0,NW,N,Congress,La Vista,208
529,529,Congress/Pickle,003630 Congress & Pickle,30.226896,-97.761935,,https://www.capmetro.org/stopdetail/index.php?stop=529,0,,,0,SW,F,Congress,Pickle,203
531,531,4210 Congress/Radam,004210 Congress & Radam,30.220763,-97.765411,,https://www.capmetro.org/stopdetail/index.php?stop=531,0,,,0,SW,M,Congress,Radam,209
543,543,4722 Congress/Sheraton,004722 Congress & Sheraton,30.214748,-97.769232,,https://www.capmetro.org/stopdetail/index.php?stop=543,0,,,0,SW,M,Congress,Sheraton,208
545,545,5300 Congress/Ramble,005300 Congress & Ramble,30.208685,-97.773108,,https://www.capmetro.org/stopdetail/index.php?stop=545,0,,,0,SW,F,Congress,Ramble,207
548,548,6220 Congress/North Bluff,006220 Congress & North Bluff,30.199041,-97.776595,,https://www.capmetro.org/stopdetail/index.php?stop=548,0,,,0,NW,N,Congress,North Bluff,194
550,550,115 William Cannon/Circle S,000115 William Cannon & Circle S,30.192664,-97.777841,,https://www.capmetro.org/stopdetail/index.php?stop=550,0,,,0,SW,N,William Cannon,Circle S,103
551,551,409 William Cannon/Circle S,000409 William Cannon & Circle S,30.192082,-97.776037,,https://www.capmetro.org/stopdetail/index.php?stop=551,0,,,0,SE,M,William Cannon,Circle S,114
552,552,601 William Cannon/Circle S,000601 William Cannon & Circle S,30.191387,-97.77353,,https://www.capmetro.org/stopdetail/index.php?stop=552,0,,,0,SE,M,William Cannon,Circle S,102
553,553,Nelms/Bluff Springs,001600 Nelms & Bluff Springs,30.192738,-97.765327,,https://www.capmetro.org/stopdetail/index.php?stop=553,0,,,0,SW,N,Nelms,Bluff Springs,109
554,554,Bluff Springs/William Cannon,006600 Bluff Springs & William Cannon,30.189427,-97.767879,,https://www.capmetro.org/stopdetail/index.php?stop=554,0,,,0,NW,N,Bluff Springs,William Cannon,203
555,555,412 William Cannon/North Bluff,000412 William Cannon & North Bluff,30.191773,-97.774139,,https://www.capmetro.org/stopdetail/index.php?stop=555,0,,,0,NW,M,William Cannon,North Bluff,280
556,556,110 William Cannon/Circle S,000110 William Cannon & Circle S,30.192971,-97.777955,,https://www.capmetro.org/stopdetail/index.php?stop=556,0,,,0,NW,F,William Cannon,Circle S,284
558,558,6319 Congress/Circle S,006319 Congress & Circle S,30.197392,-97.776908,,https://www.capmetro.org/stopdetail/index.php?stop=558,0,,,0,NE,M,Congress,Circle S,16
559,559,Little Texas Station (NB),005901 Congress & Little Texas,30.202145,-97.775515,,https://www.capmetro.org/stopdetail/index.php?stop=559,0,,,0,SE,N,Congress,Little Texas,13
560,560,5405 Congress/Mockingbird,005405 Congress & Mockingbird,30.207107,-97.773733,,https://www.capmetro.org/stopdetail/index.php?stop=560,0,,,0,SE,N,Congress,Mockingbird,23
568,568,Congress/Alpine,003500 Congress & Alpine,30.228248,-97.760943,,https://www.capmetro.org/stopdetail/index.php?stop=568,0,,,0,NE,F,Congress,Alpine,28
571,571,2705 Congress/Cumberland,002705 Congress & Cumberland,30.235347,-97.75633,,https://www.capmetro.org/stopdetail/index.php?stop=571,0,,,0,SE,N,Congress,Cumberland,33
573,573,2203 Congress/Live Oak,002203 Congress & Live Oak,30.241689,-97.752423,,https://www.capmetro.org/stopdetail/index.php?stop=573,0,,,0,SE,N,Congress,Live Oak,8
574,574,1901 Congress/Mary,001901 Congress & Mary,30.245024,-97.751212,,https://www.capmetro.org/stopdetail/index.php?stop=574,0,,,0,SE,N,Congress,Mary,17
576,576,Congress/The Circle,001221 Congress & The Circle,30.251531,-97.748789,,https://www.capmetro.org/stopdetail/index.php?stop=576,0,,,0,NE,M,Congress,The Circle,18
577,577,611 Congress/Academy,000611 Congress & Academy,30.25534,-97.74739,,https://www.capmetro.org/stopdetail/index.php?stop=577,0,,,0,NE,M,Congress,Academy,17
590,590,Lavaca/12th,001100 Lavaca & 12Th,30.274408,-97.742995,,https://www.capmetro.org/stopdetail/index.php?stop=590,0,,,0,SE,N,Lavaca,12Th,18
591,591,Capitol Station (NB),001200 Lavaca & 13Th,30.275587,-97.742558,,https://www.capmetro.org/stopdetail/index.php?stop=591,0,,,0,SE,N,Lavaca,13Th,17
593,593,Lavaca/15th,001415 Lavaca & 15Th,30.277383,-97.741894,,https://www.capmetro.org/stopdetail/index.php?stop=593,0,,,0,SE,N,Lavaca,15Th,17
599,599,Guadalupe/Dean Keeton,002500 Guadalupe & Dean Keeton,30.290343,-97.741236,,https://www.capmetro.org/stopdetail/index.php?stop=599,0,,,0,SE,F,Guadalupe,Dean Keeton,3
603,603,31st Street Station (NB),003101 Guadalupe & 31St,30.297781,-97.741153,,https://www.capmetro.org/stopdetail/index.php?stop=603,0,,,0,SE,N,Guadalupe,31St,29
604,604,Guadalupe/34th,003300 Guadalupe & 34Th,30.300639,-97.739393,,https://www.capmetro.org/stopdetail/index.php?stop=604,0,,,0,SE,F,Guadalupe,34Th,28
605,605,Guadalupe/38th,003713 Guadalupe & 38Th,30.302526,-97.738152,,https://www.capmetro.org/stopdetail/index.php?stop=605,0,,,0,SE,N,Guadalupe,38Th,26
606,606,Hyde Park Station (NB),003901 Guadalupe & 39Th,30.304418,-97.73695,,https://www.capmetro.org/stopdetail/index.php?stop=606,0,,,0,NE,F,Guadalupe,39Th,29
607,607,Guadalupe/41st,004031 Guadalupe & 41St,30.306234,-97.735787,,https://www.capmetro.org/stopdetail/index.php?stop=607,0,,,0,SE,N,Guadalupe,41St,28
608,608,Guadalupe/43rd,004227 Guadalupe & 43Rd,30.3085,-97.73434,,https://www.capmetro.org/stopdetail/index.php?stop=608,0,,,0,SE,N,Guadalupe,43Rd,29
609,609,4413 Guadalupe/45th,004413 Guadalupe & 45Th,30.31073,-97.73293,,https://www.capmetro.org/stopdetail/index.php?stop=609,0,,,0,SE,N,Guadalupe,45Th,27
610,610,Triangle Station (NB),004701 Guadalupe & 46Th,30.314816,-97.732264,,https://www.capmetro.org/stopdetail/index.php?stop=610,0,,,0,NE,M,Guadalupe,46Th,3
611,611,5007 Lamar/51st,005007 Lamar & 51St,30.318411,-97.730947,,https://www.capmetro.org/stopdetail/index.php?stop=611,0,,,0,SE,N,Lamar,51St,27
612,612,North Loop East Station (NB),005301 Lamar & North Loop,30.321319,-97.729097,,https://www.capmetro.org/stopdetail/index.php?stop=612,0,,,0,NE,F,Lamar,North Loop,28
613,613,5419 Lamar/Nelray,005419 Lamar & Nelray,30.32278,-97.72819,,https://www.capmetro.org/stopdetail/index.php?stop=613,0,,,0,SE,N,Lamar,Nelray,27
614,614,5555 Lamar/Nelray,005555 Lamar & Nelray,30.324086,-97.727368,,https://www.capmetro.org/stopdetail/index.php?stop=614,0,,,0,NE,M,Lamar,Nelray,28
617,617,6201 Lamar/Denson,006201 Lamar & Denson,30.330181,-97.723533,,https://www.capmetro.org/stopdetail/index.php?stop=617,0,,,0,SE,N,Lamar,Denson,29
618,618,6541 Lamar/Brentwood,006541 Lamar & Brentwood,30.33387,-97.72121,,https://www.capmetro.org/stopdetail/index.php?stop=618,0,,,0,SE,N,Lamar,Brentwood,29
620,620,7240 Lamar/St Johns,007200 Lamar & st Johns,30.339956,-97.71769,,https://www.capmetro.org/stopdetail/index.php?stop=620,0,,,0,NW,N,Lamar,st Johns,208
622,622,7545 Lamar/Morrow,007545 Lamar & Morrow,30.34385,-97.71492,,https://www.capmetro.org/stopdetail/index.php?stop=622,0,,,0,SE,N,Lamar,Morrow,27
623,623,8071 Lamar/Research,008071 Lamar & Research,30.348283,-97.711558,,https://www.capmetro.org/stopdetail/index.php?stop=623,0,,,0,NE,M,Lamar,Research,36
624,624,8415 Lamar/Thurmond,008415 Lamar & Thurmond,30.353121,-97.70573,,https://www.capmetro.org/stopdetail/index.php?stop=624,0,,,0,SE,N,Lamar,Thurmond,48
627,627,8745 Lamar/Deen,008745 Lamar & Deen,30.356405,-97.70124,,https://www.capmetro.org/stopdetail/index.php?stop=627,0,,,0,SE,N,Lamar,Deen,48
628,628,8911 Lamar/Carpenter,008911 Lamar & Carpenter,30.358138,-97.699627,,https://www.capmetro.org/stopdetail/index.php?stop=628,0,,,0,SE,N,Lamar,Carpenter,31
634,634,3200 Oak Springs/Airport,003200 Oak Springs & Airport,30.27361,-97.69835,,https://www.capmetro.org/stopdetail/index.php?stop=634,0,,,0,NW,F,Oak Springs,Airport,259
635,635,Oak Springs/Ridgeway,002700 Oak Springs & Ridgeway,30.272556,-97.704568,,https://www.capmetro.org/stopdetail/index.php?stop=635,0,,,0,NE,N,Oak Springs,Ridgeway,259
637,637,2420 Rosewood/Bedford,002420 Rosewood & Bedford,30.272319,-97.708296,,https://www.capmetro.org/stopdetail/index.php?stop=637,0,,,0,NW,F,Rosewood,Bedford,248
638,638,2370 Rosewood/Hargrave,002370 Rosewood & Hargrave,30.271236,-97.710649,,https://www.capmetro.org/stopdetail/index.php?stop=638,0,,,0,NW,M,Rosewood,Hargrave,249
642,642,Rosewood/San Bernard,001300 Rosewood & San Bernard,30.268756,-97.725507,,https://www.capmetro.org/stopdetail/index.php?stop=642,0,,,0,NE,N,Rosewood,San Bernard,260
657,657,907 11th/Branch,000907 11Th & Branch,30.26986,-97.731241,,https://www.capmetro.org/stopdetail/index.php?stop=657,0,,,0,SE,F,11Th,Branch,113
658,658,11th/Waller,001000 11Th & Waller,30.269271,-97.729681,,https://www.capmetro.org/stopdetail/index.php?stop=658,0,,,0,SW,N,11Th,Waller,113
659,659,1201 11th/Lydia,001201 11Th & Lydia,30.268613,-97.72782,,https://www.capmetro.org/stopdetail/index.php?stop=659,0,,,0,SE,F,11Th,Lydia,115
660,660,1213 Rosewood/San Bernard,001213 Rosewood & San Bernard,30.26853,-97.726049,,https://www.capmetro.org/stopdetail/index.php?stop=660,0,,,0,SW,M,Rosewood,San Bernard,75
661,661,1319 Rosewood/Angelina,001319 Rosewood & Angelina,30.26878,-97.72446,,https://www.capmetro.org/stopdetail/index.php?stop=661,0,,,0,SW,N,Rosewood,Angelina,77
663,663,1909 Rosewood/Chicon,001909 Rosewood & Chicon,30.269696,-97.718601,,https://www.capmetro.org/stopdetail/index.php?stop=663,0,,,0,SE,F,Rosewood,Chicon,78
664,664,Rosewood/Northwestern,002100 Rosewood & Northwestern,30.27,-97.71674,,https://www.capmetro.org/stopdetail/index.php?stop=664,0,,,0,SW,N,Rosewood,Northwestern,83
665,665,2365 Rosewood/Hargrave,002365 Rosewood & Hargrave,30.270988,-97.71088,,https://www.capmetro.org/stopdetail/index.php?stop=665,0,,,0,SW,N,Rosewood,Hargrave,77
666,666,Rosewood/Webberville,002600 Rosewood & Webberville,30.272357,-97.705144,,https://www.capmetro.org/stopdetail/index.php?stop=666,0,,,0,SW,N,Rosewood,Webberville,91
667,667,2807 Oak Springs/Webberville,002807 Oak Springs & Webberville,30.272787,-97.702321,,https://www.capmetro.org/stopdetail/index.php?stop=667,0,,,0,SE,M,Oak Springs,Webberville,79
668,668,3201 Oak Springs/Airport,003201 Oak Springs & Airport,30.273484,-97.698127,,https://www.capmetro.org/stopdetail/index.php?stop=668,0,,,0,SW,N,Oak Springs,Airport,79
669,669,Oak Springs/Springdale,003800 Oak Springs & Springdale,30.273534,-97.691296,,https://www.capmetro.org/stopdetail/index.php?stop=669,0,,,0,SE,M,Oak Springs,Springdale,93
674,674,Northcross Transfer Center,007656 Northcross & Foster,30.35361,-97.73592,,https://www.capmetro.org/stopdetail/index.php?stop=674,0,,,0,SW,M,Northcross,Foster,154
675,675,7500 Burnet/Richcreek,007500 Burnet & Richcreek,30.35066,-97.734362,,https://www.capmetro.org/stopdetail/index.php?stop=675,0,,,0,NW,N,Burnet,Richcreek,209
678,678,Burnet/Twin Oaks Dr.,006610 Burnet & Twin Oaks,30.342693,-97.738671,,https://www.capmetro.org/stopdetail/index.php?stop=678,0,,,0,NW,N,Burnet,Twin Oaks,188
684,684,North Loop Station (SB),005242 Burnet & North Loop,30.324999,-97.739681,,https://www.capmetro.org/stopdetail/index.php?stop=684,0,,,0,SW,F,Burnet,North Loop,176
685,685,Burnet/Hancock,005100 Burnet & Hancock,30.322213,-97.739436,,https://www.capmetro.org/stopdetail/index.php?stop=685,0,,,0,NW,N,Burnet,Hancock,177
686,686,Burnet/W. 49th,004900 Burnet & 49Th,30.320333,-97.739313,,https://www.capmetro.org/stopdetail/index.php?stop=686,0,,,0,NW,N,Burnet,49Th,177
687,687,Burnet/W. 47th,004700 Burnet & 47Th,30.318126,-97.739952,,https://www.capmetro.org/stopdetail/index.php?stop=687,0,,,0,NW,N,Burnet,47Th,207
688,688,Burnet/W. 45th,004500 Burnet & 45Th,30.315528,-97.741621,,https://www.capmetro.org/stopdetail/index.php?stop=688,0,,,0,NW,N,Burnet,45Th,208
689,689,4214 Medical Parkway/43rd,004214 Medical & 43Rd,30.312474,-97.742371,,https://www.capmetro.org/stopdetail/index.php?stop=689,0,,,0,NW,N,Medical,43Rd,190
690,690,4112 Medical Parkway/42nd,004112 Medical & 42Nd,30.310901,-97.742667,,https://www.capmetro.org/stopdetail/index.php?stop=690,0,,,0,SW,F,Medical,42Nd,180
691,691,Medical Pkwy/W. 40th,004000 Medical & 40Th,30.308566,-97.742745,,https://www.capmetro.org/stopdetail/index.php?stop=691,0,,,0,NW,N,Medical,40Th,180
716,716,800 Cesar Chavez/West,000800 Cesar Chavez & West,30.265741,-97.752406,,https://www.capmetro.org/stopdetail/index.php?stop=716,0,,,0,NW,F,Cesar Chavez,West,289
717,717,B R Reynolds/Lamar,000200 B R Reynolds & Lamar,30.267402,-97.756576,,https://www.capmetro.org/stopdetail/index.php?stop=717,0,,,0,SW,N,B R Reynolds,Lamar,38
722,722,1414 Lamar/Cinco,001414 Lamar & Cinco,30.252465,-97.764114,,https://www.capmetro.org/stopdetail/index.php?stop=722,0,,,0,NW,N,Lamar,Cinco,220
728,728,2806 Menchaca/Lightsey,002806 Menchaca & Lightsey,30.243035,-97.781628,,https://www.capmetro.org/stopdetail/index.php?stop=728,0,,,0,NW,N,Menchaca,Lightsey,187
729,729,3204 Menchaca/Glen Allen,003204 Menchaca & Glen Allen,30.240345,-97.782242,,https://www.capmetro.org/stopdetail/index.php?stop=729,0,,,0,SW,F,Menchaca,Glen Allen,177
730,730,3624 Menchaca/Larchmont,003624 Menchaca & Larchmont,30.237452,-97.783568,,https://www.capmetro.org/stopdetail/index.php?stop=730,0,,,0,SW,M,Menchaca,Larchmont,206
732,732,3906 Menchaca/Prather,003906 Menchaca & Prather,30.233969,-97.785765,,https://www.capmetro.org/stopdetail/index.php?stop=732,0,,,0,NW,N,Menchaca,Prather,208
733,733,4308 Menchaca/Ben White,004308 Menchaca & Ben White,30.230504,-97.788112,,https://www.capmetro.org/stopdetail/index.php?stop=733,0,,,0,NW,N,Menchaca,Ben White,209
734,734,4430 Menchaca/Redd,004430 Menchaca & Redd,30.228464,-97.78938,,https://www.capmetro.org/stopdetail/index.php?stop=734,0,,,0,NW,N,Menchaca,Redd,209
735,735,4616 Menchaca/Forest Hill,004616 Menchaca & Forest Hill,30.225991,-97.790916,,https://www.capmetro.org/stopdetail/index.php?stop=735,0,,,0,NW,N,Menchaca,Forest Hill,209
736,736,4804 Menchaca/Frontier,004804 Menchaca & Frontier,30.223743,-97.792347,,https://www.capmetro.org/stopdetail/index.php?stop=736,0,,,0,SW,F,Menchaca,Frontier,208
737,737,5000 Menchaca/Jones,005000 Menchaca & Jones,30.220975,-97.794067,,https://www.capmetro.org/stopdetail/index.php?stop=737,0,,,0,NW,N,Menchaca,Jones,203
740,740,5532 Menchaca/Stassney,005532 Menchaca & Stassney,30.216058,-97.797163,,https://www.capmetro.org/stopdetail/index.php?stop=740,0,,,0,NW,N,Menchaca,Stassney,218
742,742,5720 Menchaca/Whitestone,005720 Menchaca & Whitestone,30.214391,-97.799519,,https://www.capmetro.org/stopdetail/index.php?stop=742,0,,,0,SW,M,Menchaca,Whitestone,239
743,743,6212 Menchaca/Berkett,006212 Menchaca & Berkett,30.210671,-97.803629,,https://www.capmetro.org/stopdetail/index.php?stop=743,0,,,0,NW,N,Menchaca,Berkett,208
744,744,6372 Menchaca/Berkeley,006372 Menchaca & Berkeley,30.208952,-97.804711,,https://www.capmetro.org/stopdetail/index.php?stop=744,0,,,0,NW,N,Menchaca,Berkeley,208
745,745,6514 Menchaca/Miles,006514 Menchaca & Miles,30.207078,-97.80593,,https://www.capmetro.org/stopdetail/index.php?stop=745,0,,,0,NW,N,Menchaca,Miles,209
746,746,Menchaca/William Cannon SW Corner,006920 Menchaca & William Cannon,30.202031,-97.807163,,https://www.capmetro.org/stopdetail/index.php?stop=746,0,,,0,SW,M,Menchaca,William Cannon,186
750,750,Menchaca/William Cannon SE Corner,006900 Menchaca & William Cannon,30.202687,-97.806816,,https://www.capmetro.org/stopdetail/index.php?stop=750,0,,,0,SE,N,Menchaca,William Cannon,6
751,751,6601 Menchaca/Miles,006601 Menchaca & Miles,30.206901,-97.805837,,https://www.capmetro.org/stopdetail/index.php?stop=751,0,,,0,SE,N,Menchaca,Miles,25
752,752,6305 Menchaca/Berkeley,006305 Menchaca & Berkeley,30.209018,-97.804497,,https://www.capmetro.org/stopdetail/index.php?stop=752,0,,,0,NE,M,Menchaca,Berkeley,28
754,754,6001 Menchaca/Independence,006001 Menchaca & Independence,30.21281,-97.801883,,https://www.capmetro.org/stopdetail/index.php?stop=754,0,,,0,NE,M,Menchaca,Independence,41
755,755,5701 Menchaca/Whitestone,005701 Menchaca & Whitestone,30.214491,-97.798856,,https://www.capmetro.org/stopdetail/index.php?stop=755,0,,,0,SE,N,Menchaca,Whitestone,59
758,758,5309 Menchaca/Fair Oaks,005309 Menchaca & Fair Oaks,30.219059,-97.794998,,https://www.capmetro.org/stopdetail/index.php?stop=758,0,,,0,SE,N,Menchaca,Fair Oaks,28
764,764,4301 Menchaca/Fort View,004301 Menchaca & Fort View,30.23086,-97.787599,,https://www.capmetro.org/stopdetail/index.php?stop=764,0,,,0,SE,N,Menchaca,Fort View,29
765,765,3909 Menchaca/Prather,003909 Menchaca & Prather,30.234049,-97.785514,,https://www.capmetro.org/stopdetail/index.php?stop=765,0,,,0,NE,F,Menchaca,Prather,28
767,767,3505 Menchaca/Larchmont,003505 Menchaca & Larchmont,30.238295,-97.782915,,https://www.capmetro.org/stopdetail/index.php?stop=767,0,,,0,SE,N,Menchaca,Larchmont,26
768,768,3201 Menchaca/Glen Allen,003201 Menchaca & Glen Allen,30.240512,-97.782084,,https://www.capmetro.org/stopdetail/index.php?stop=768,0,,,0,SE,N,Menchaca,Glen Allen,357
771,771,2639 Lamar/Dickson,002639 Lamar & Dickson,30.245377,-97.779693,,https://www.capmetro.org/stopdetail/index.php?stop=771,0,,,0,NE,F,Lamar,Dickson,51
772,772,2401 Lamar/Bluebonnet,002401 Lamar & Bluebonnet,30.246752,-97.777395,,https://www.capmetro.org/stopdetail/index.php?stop=772,0,,,0,SW,N,Lamar,Bluebonnet,61
773,773,2201 Lamar/Kinney,002201 Lamar & Kinney,30.247279,-97.774278,,https://www.capmetro.org/stopdetail/index.php?stop=773,0,,,0,SW,N,Lamar,Kinney,80
776,776,1417 Lamar/Cinco,001417 Lamar & Cinco,30.252289,-97.763972,,https://www.capmetro.org/stopdetail/index.php?stop=776,0,,,0,SE,N,Lamar,Cinco,40
777,777,Lamar Square Station (NB),001303 Lamar & Lamar Square,30.254034,-97.762592,,https://www.capmetro.org/stopdetail/index.php?stop=777,0,,,0,SE,N,Lamar,Lamar Square,29
781,781,Barton Springs Station (NB),000401 Lamar & Butler,30.261634,-97.758053,,https://www.capmetro.org/stopdetail/index.php?stop=781,0,,,0,SE,N,Lamar,Butler,20
806,806,3105 Lamar/31st,003105 Lamar & 31St,30.30053,-97.745954,,https://www.capmetro.org/stopdetail/index.php?stop=806,0,,,0,NE,M,Lamar,31St,26
807,807,3317 Lamar/34th,003317 Lamar & 34Th,30.302553,-97.744683,,https://www.capmetro.org/stopdetail/index.php?stop=807,0,,,0,SE,N,Lamar,34Th,27
809,809,38th/Medical Pkwy,001010 38Th & Medical,30.305686,-97.743879,,https://www.capmetro.org/stopdetail/index.php?stop=809,0,,,0,NE,N,38Th,Medical,298
811,811,Medical Pkwy/41st,004000 Medical & 41St,30.309731,-97.742576,,https://www.capmetro.org/stopdetail/index.php?stop=811,0,,,0,SE,N,Medical,41St,2
813,813,Medical Pkwy/44th,004400 Medical & 44Th,30.314054,-97.741916,,https://www.capmetro.org/stopdetail/index.php?stop=813,0,,,0,NE,F,Medical,44Th,9
814,814,Burnet/45th,004500 Burnet & 45Th,30.316,-97.741026,,https://www.capmetro.org/stopdetail/index.php?stop=814,0,,,0,NE,M,Burnet,45Th,28
815,815,Burnet/49th,004800 Burnet & 49Th,30.320494,-97.739145,,https://www.capmetro.org/stopdetail/index.php?stop=815,0,,,0,SE,N,Burnet,49Th,357
816,816,5011 Burnet/Hancock,005011 Burnet & Hancock,30.321766,-97.739242,,https://www.capmetro.org/stopdetail/index.php?stop=816,0,,,0,SE,N,Burnet,Hancock,357
817,817,North Loop Station (NB),005229 Burnet & North,30.326284,-97.739566,,https://www.capmetro.org/stopdetail/index.php?stop=817,0,,,0,SE,M,Burnet,North,356
819,819,Burnet/Houston,005411 Burnet & Houston,30.328766,-97.739742,,https://www.capmetro.org/stopdetail/index.php?stop=819,0,,,0,SE,N,Burnet,Houston,357
820,820,Burnet/Adams,005500 Burnet & Adams,30.330446,-97.739876,,https://www.capmetro.org/stopdetail/index.php?stop=820,0,,,0,NE,F,Burnet,Adams,356
821,821,5621 Burnet/Northland,005621 Burnet & Northland,30.332384,-97.739997,,https://www.capmetro.org/stopdetail/index.php?stop=821,0,,,0,SE,N,Burnet,Northland,356
822,822,Allandale Station (NB),005829 Burnet & Koenig,30.3342,-97.7398,,https://www.capmetro.org/stopdetail/index.php?stop=822,0,,,0,SE,N,Burnet,Koenig,4
824,824,6425 Burnet/Whitehorse,006425 Burnet & Whitehorse,30.33997,-97.7389,,https://www.capmetro.org/stopdetail/index.php?stop=824,0,,,0,NE,M,Burnet,Whitehorse,7
826,826,Justin Station (NB),006827 Burnet & Justin,30.345183,-97.73755,,https://www.capmetro.org/stopdetail/index.php?stop=826,0,,,0,SE,N,Burnet,Justin,24
827,827,Burnet/Greenlawn Pkwy,007301 Burnet & Greenlawn,30.34851,-97.73545,,https://www.capmetro.org/stopdetail/index.php?stop=827,0,,,0,NE,M,Burnet,Greenlawn,30
828,828,7439 Burnet/Richcreek,007439 Burnet & Richcreek,30.3504,-97.73424,,https://www.capmetro.org/stopdetail/index.php?stop=828,0,,,0,SE,N,Burnet,Richcreek,25
